diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	NofSNPs	NofPmids
C3280898	JOUBERT SYNDROME 9/15, DIGENIC	disease		Disease or Syndrome	2	0
C3280899	JOUBERT SYNDROME 12/15, DIGENIC	disease		Disease or Syndrome	2	0
C3280906	JOUBERT SYNDROME 16	disease		Disease or Syndrome	4	2
C3280939	ATRIOVENTRICULAR SEPTAL DEFECT 5	disease		Disease or Syndrome; Congenital Abnormality	1	1
C3280940	Unbalanced atrioventricular canal defect	phenotype	C16;C14	Finding	1	1
C3280943	ATRIAL SEPTAL DEFECT 9	disease		Disease or Syndrome; Congenital Abnormality	1	1
C3280953	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE	disease		Disease or Syndrome	2	0
C3280965	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION	disease		Disease or Syndrome	2	1
C3280970	PORENCEPHALY 2	disease		Disease or Syndrome	4	2
C3280974	TRIGONOCEPHALY 2	disease		Congenital Abnormality	2	1
C3280976	Thrombophilia due to Thrombomodulin Defect	disease	C15	Disease or Syndrome	3	3
C3280977	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	3	1
C3281027	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7	disease		Disease or Syndrome	4	1
C3281029	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL	disease		Disease or Syndrome	14	8
C3281044	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY	disease		Disease or Syndrome	4	1
C3281045	CONE-ROD DYSTROPHY 16	disease		Disease or Syndrome	4	1
C3281046	RETINITIS PIGMENTOSA 64	disease		Disease or Syndrome	4	0
C3281055	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM	disease		Disease or Syndrome	1	1
C3281066	USHER SYNDROME, TYPE IIIB	disease		Disease or Syndrome	2	1
C3281084	Congenital disorder of glycosylation type 1r	disease	C16;C18	Disease or Syndrome	3	1
C3281089	MIRROR MOVEMENTS 2	disease		Disease or Syndrome	3	1
C3281092	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	6	5
C3281105	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO	disease		Finding	2	1
C3281125	THROMBOCYTHEMIA 3	disease		Disease or Syndrome	1	2
C3281160	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2	disease		Disease or Syndrome	5	4
C3281191	SCN8A-related epilepsy with encephalopathy	disease	C23;C10;F03;F01	Disease or Syndrome	52	28
C3281192	INFANTILE CEREBELLAR-RETINAL DEGENERATION	disease		Disease or Syndrome	7	2
C3281200	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS	disease	C16;C04;C18;C10	Disease or Syndrome	8	1
C3281201	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	disease	C23;C16;C05;C10;F03;C07;F01	Disease or Syndrome	61	3
C3281202	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13	disease		Mental or Behavioral Dysfunction	20	7
C3281203	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	disease		Neoplastic Process	1	1
C3281215	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E	disease		Disease or Syndrome	11	2
C3281223	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME	disease		Disease or Syndrome	1	0
C3281234	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9	disease		Disease or Syndrome	1	1
C3281235	BARAITSER-WINTER SYNDROME 2	disease		Disease or Syndrome	9	2
C3281247	BENT BONE DYSPLASIA SYNDROME	disease		Disease or Syndrome	10	1
C3281288	PREECLAMPSIA/ECLAMPSIA 5	disease		Disease or Syndrome	2	1
C3281289	TRICHOHEPATOENTERIC SYNDROME 2	disease		Disease or Syndrome	5	1
C3281297	DEAFNESS, AUTOSOMAL DOMINANT 4B	disease		Disease or Syndrome	2	2
C3282896	Glandular papilloma	disease	C04	Neoplastic Process	3	1
C3463824	MYELODYSPLASTIC SYNDROME	group	C15	Neoplastic Process	95	75
C3463897	HYDATIDIFORM MOLE, RECURRENT, 1	disease		Disease or Syndrome	14	11
C3463916	Complement Factor I (C3 inactivator) deficiency	disease	C16;C20	Disease or Syndrome	12	4
C3463917	Corticosterone Methyl Oxidase Type II Deficiency	disease		Disease or Syndrome	6	5
C3463992	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1	disease	C10	Disease or Syndrome	30	26
C3468041	FANCONI ANEMIA, COMPLEMENTATION GROUP C	disease	C16;C18;C15	Disease or Syndrome	73	47
C3468114	Juvenile amyotrophic lateral sclerosis	disease	C18;C10	Disease or Syndrome	1	1
C3468338	CARPAL TUNNEL SYNDROME, FAMILIAL	disease		Disease or Syndrome	1	0
C3468561	familial atrial fibrillation	phenotype	C23;C14	Pathologic Function	1	1
C3469186	HEMOCHROMATOSIS, TYPE 1	disease	C16;C18	Disease or Syndrome	62	311
C3469521	FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)	disease	C16;C18;C15	Disease or Syndrome	194	73
C3469522	BREAST CANCER, SUSCEPTIBILITY TO	phenotype		Finding	24	0
C3469524	PROSTATE CANCER, SUSCEPTIBILITY TO	phenotype		Finding	6	0
C3469525	PANCREATIC CANCER, SUSCEPTIBILITY TO	phenotype		Finding	1	0
C3469526	FANCONI ANEMIA, COMPLEMENTATION GROUP F	disease	C16;C18;C15	Disease or Syndrome	6	3
C3469527	fanconi anemia complementation group g	disease	C16;C18;C15	Disease or Syndrome	9	6
C3469528	FANCONI ANEMIA, COMPLEMENTATION GROUP L	disease		Disease or Syndrome	4	5
C3469542	FANCONI ANEMIA, COMPLEMENTATION GROUP P	disease		Disease or Syndrome	3	0
C3469605	PSEUDOHYPOALDOSTERONISM, TYPE IID	disease	C16;C13;C12	Disease or Syndrome	29	11
C3469606	PSEUDOHYPOALDOSTERONISM, TYPE IIE	disease	C16;C13;C12	Disease or Syndrome	8	0
C3472623	Serrated adenocarcinoma	disease		Neoplastic Process	2	1
C3472624	B lymphoblastic leukemia lymphoma, no ICD-O subtype	disease		Neoplastic Process	2	0
C3472711	Spinocerebellar ataxia 36	disease	C16;C10	Disease or Syndrome	1	0
C3484357	HERMANSKY-PUDLAK SYNDROME 4	disease		Disease or Syndrome	9	0
C3489393	Hiatal Hernia	disease	C23	Disease or Syndrome	3	1
C3489396	Hypogonadism, Isolated Hypogonadotropic	disease	C19	Disease or Syndrome	8	4
C3489413	Lipomatosis, Multiple	disease	C04	Neoplastic Process	1	1
C3489529	Tooth Agenesis, Familial	disease	C16;C07	Congenital Abnormality	13	3
C3489532	Cone-Rod Dystrophy 2	disease	C16;C11	Disease or Syndrome	51	48
C3489627	Stuttering, Familial Persistent 1	disease	C23;C10	Disease or Syndrome	16	1
C3489724	Aicardi-Goutieres Syndrome 2	disease	C16;C20;C10	Disease or Syndrome	19	14
C3489725	Pseudo-TORCH syndrome	disease	C16;C20;C10	Disease or Syndrome	3	0
C3489726	Geleophysic dysplasia	disease	C16;C05	Congenital Abnormality	7	3
C3489733	Oculomotor apraxia	disease	C23;C11;C10;F01;C14	Disease or Syndrome	14	4
C3489787	Pituitary Hormone Deficiency, Combined, 3	disease	C23;C05;C10;C19;C09	Disease or Syndrome	7	4
C3489789	Cholestasis, Progressive Familial Intrahepatic, 2	disease	C06	Disease or Syndrome	25	17
C3489791	Parkinson Disease, Familial, Type 1	disease	C10	Disease or Syndrome	27	36
C3489793	46,XY Sex Reversal 3	disease	C16;C13;C12;C19	Congenital Abnormality	20	16
C3489796	Thyroid Hormone Resistance, Generalized, Autosomal Recessive	disease	C19	Disease or Syndrome	3	1
C3492932	Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency	disease	C16;C18;C10	Disease or Syndrome	1	1
C3493776	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	disease	C16;C05;C19	Disease or Syndrome	19	25
C3494187	Factor VIII Deficiency	disease	C16;C15	Disease or Syndrome	1	1
C3494358	Prodromal Symptoms	phenotype	C23	Sign or Symptom	4	3
C3494419	Dentofacial Deformities	disease	C16;C05;C07	Anatomical Abnormality	1	1
C3494422	Retrognathia	disease	C16;C05;C07	Anatomical Abnormality	11	1
C3494489	Autoimmune polyendocrinopathy syndrome, type 1	disease	C20;C19	Disease or Syndrome	1	1
C3494506	Pseudohypoparathyroidism, Type Ia	disease	C16;C18;C05	Disease or Syndrome	20	21
C3494652	Severe dementia	disease	C10;F03	Mental or Behavioral Dysfunction	3	1
C3494976	Migrating partial seizures in infancy	disease	C23;C10	Disease or Syndrome	2	2
C3495361	Gigantiform Cementoma, Familial	disease	C04;C05;C07	Neoplastic Process	1	1
C3495417	Hemifacial microsomia	disease	C16;C05	Congenital Abnormality	5	5
C3495426	Homocysteinemia	disease	C16;C18	Disease or Syndrome	6	12
C3495427	Fanconi-Bickel Syndrome	disease	C16;C13;C12	Disease or Syndrome	17	8
C3495438	Macular Degeneration, Age-Related, 2	disease	C11	Disease or Syndrome	27	2
C3495488	Axenfeld-Rieger syndrome	disease	C16;C11	Disease or Syndrome	7	5
C3495489	Rieger eye malformation sequence	disease	C16;C11	Disease or Syndrome	1	1
C3495498	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)	disease	C16;C14	Disease or Syndrome	163	251
C3495537	Heterotaxy, Visceral, 5, Autosomal	disease	C16;C15;C14	Congenital Abnormality	8	2
C3495549	Patent ductus arteriosus - persisting type	disease	C16;C08;C14	Congenital Abnormality	10	7
C3495559	Juvenile arthritis	disease	C17;C05;C20	Disease or Syndrome	128	46
C3495587	Night Blindness, Congenital Stationary, Type 1A	disease	C16;C11	Disease or Syndrome	19	2
C3495589	Jalili syndrome	disease	C16;C11;C07	Disease or Syndrome	9	3
C3495591	Charcot-Marie-Tooth Disease, Demyelinating, Type 1e	disease	C23;C16;C10;C09	Disease or Syndrome	7	4
C3495676	Anorectal Malformations	group	C16;C06	Anatomical Abnormality	6	4
C3495798	Periodontal inflammation	disease		Disease or Syndrome	2	1
C3495801	Granulomatosis with polyangiitis	disease	C08;C20;C14	Disease or Syndrome	18	11
C3495893	Congenital thrombophilia	disease		Disease or Syndrome	1	1
C3495917	Advanced breast cancer	disease		Neoplastic Process	3	3
C3495919	Enthesitis-Related Arthritis	disease	C05	Disease or Syndrome	2	2
C3495928	Thyroid associated orbitopathy	disease		Disease or Syndrome	4	2
C3495949	Locally advanced breast cancer	disease		Neoplastic Process	3	4
C3496069	cocaine use	disease		Mental or Behavioral Dysfunction	8	9
C3496228	Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia	disease	C16;C10	Disease or Syndrome	12	3
C3496337	Idiopathic Nephrotic Syndrome	disease	C13;C12	Disease or Syndrome	72	74
C3496493	Galectin-3 measurement	phenotype		Laboratory Procedure	1	1
C3501265	Deafness, Sensorineural, with Hypertrophic Cardiomyopathy	disease	C23;C10;C09;C14	Disease or Syndrome	1	0
C3501611	Mental Retardation, X-Linked Nonsyndromic	disease	C16;C10	Disease or Syndrome	2	1
C3501843	Nonmedullary Thyroid Carcinoma	disease	C04;C19	Neoplastic Process	3	1
C3501844	Familial Nonmedullary Thyroid Cancer	disease	C04;C19	Neoplastic Process	2	3
C3501846	Noonan-Like Syndrome With Loose Anagen Hair	disease	C23;C16;C17;C05;C14	Disease or Syndrome	4	5
C3501848	Nephrosis, congenital	disease	C13;C12	Disease or Syndrome	9	4
C3501854	Leukemia, Acute, X-Linked	disease	C04	Neoplastic Process	1	1
C3502073	Woolly Hair, Autosomal Recessive	disease	C17	Disease or Syndrome	2	5
C3502075	Multiple Mitochondrial Dysfunctions Syndrome	disease	C18	Disease or Syndrome	2	3
C3502110	Homocystinuria, Pyridoxine-Responsive	disease	C16;C18;C17;C10	Disease or Syndrome	11	2
C3502131	Adrenal Insufficiency, Congenital	disease	C19	Disease or Syndrome	1	1
C3502353	Atrial Septal Defect with Atrioventricular Conduction Defects	disease	C23;C16;C14	Disease or Syndrome	1	2
C3502469	Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear-Eye Anomalies, Cleft Palate-Cryptorchidism, And Kidney Dysplasia-Hypoplasia	disease	C23;C16;C06;C17;C10;F03;F01	Disease or Syndrome	1	2
C3502492	Microcephaly with Chorioretinopathy, Autosomal Recessive	disease	C16;C11;C05;C10	Disease or Syndrome	1	1
C3502809	Generalized Epilepsy with Febrile Seizures Plus	disease	C23;C10	Disease or Syndrome	13	10
C3532239	Mitochondrial cardiomyopathy	disease		Disease or Syndrome	7	2
C3532243	Fatal infantile mitochondrial cardiomyopathy	disease		Disease or Syndrome	1	1
C3532933	Moderate expressive language delay	disease		Mental or Behavioral Dysfunction	2	0
C3532942	Mixed dementia	disease	C10;F03;C14	Mental or Behavioral Dysfunction	2	1
C3532947	Severe receptive language delay	disease		Mental or Behavioral Dysfunction	4	1
C3536572	End stage renal disease due to hypertension	disease	C13;C12;C14	Disease or Syndrome	2	1
C3536593	Chronic cerebrovascular accident	disease	C10;C14	Disease or Syndrome	2	1
C3536714	Renal dysplasia	disease	C16;C13;C12	Congenital Abnormality	3	2
C3536715	AA amyloidosis	disease	C18	Disease or Syndrome	10	12
C3536734	Hypoplastic pelvis	disease		Anatomical Abnormality	2	1
C3536740	Cervical meningomyelocele	disease	C16;C10	Congenital Abnormality	1	1
C3536741	Discordant ventriculoarterial connection	disease		Congenital Abnormality	1	1
C3536893	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	disease	C04	Neoplastic Process	1	1
C3536958	Surfactant protein D measurement	phenotype		Laboratory Procedure	12	1
C3536983	Familial Hypophosphatemic Rickets	disease	C16;C18;C13;C05;C12	Disease or Syndrome	15	9
C3536984	Vitamin D-Resistant Rickets, X-Linked	disease	C16;C18;C13;C05;C12	Disease or Syndrome	3	3
C3538946	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT	disease	C23;C10;C09	Disease or Syndrome	81	87
C3538951	MICROSPHEROPHAKIA AND/OR MEGALOCORNEA, WITH ECTOPIA LENTIS AND WITH OR WITHOUT SECONDARY GLAUCOMA	disease		Disease or Syndrome	6	0
C3539003	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI	disease		Disease or Syndrome	11	2
C3539013	AICARDI-GOUTIERES SYNDROME 6	disease		Disease or Syndrome	13	5
C3539071	NEPHRONOPHTHISIS 14	disease		Disease or Syndrome	1	0
C3539120	PROSTATE CANCER, HEREDITARY, 2	disease		Neoplastic Process	7	10
C3539123	CEROID LIPOFUSCINOSIS, NEURONAL, 11	disease		Disease or Syndrome	8	13
C3539168	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP A	disease		Disease or Syndrome	3	7
C3539195	TREMOR, HEREDITARY ESSENTIAL, 4	disease		Disease or Syndrome	4	10
C3539494	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	1	0
C3539495	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	10	3
C3539506	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	6	1
C3539507	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	8	1
C3539781	Progressive cGVHD	disease		Disease or Syndrome	40	44
C3539878	Triple Negative Breast Neoplasms	disease	C04;C17	Neoplastic Process	99	50
C3539888	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 3	disease		Disease or Syndrome	10	10
C3539916	MYOCLONUS, FAMILIAL CORTICAL	disease		Disease or Syndrome	2	2
C3539920	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	7	7
C3540094	INTERLEUKIN 6, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS	phenotype		Finding	1	0
C3540450	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	6	2
C3540453	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4F	disease		Disease or Syndrome	8	1
C3540764	Coloboma of the Retina	disease	C16;C11	Disease or Syndrome	3	2
C3540839	Neonatal Drug Withdrawal	disease	C25;F03	Mental or Behavioral Dysfunction	3	2
C3540844	CILIARY DYSKINESIA, PRIMARY, 20	disease		Disease or Syndrome	5	0
C3540845	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 8	disease		Disease or Syndrome	1	0
C3540850	CATARACT 4, MULTIPLE TYPES	disease		Disease or Syndrome	6	11
C3540852	Rickets, X-Linked Hypophosphatemic	disease	C16;C18;C13;C05;C12	Disease or Syndrome	1	1
C3541318	Soluble Transferrin Receptor Measurement	phenotype		Laboratory Procedure	7	3
C3541319	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY	disease		Disease or Syndrome	4	3
C3541456	Spondyloepiphyseal Dysplasia Tarda, X-Linked	disease	C16;C05	Congenital Abnormality	3	3
C3541462	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	1	0
C3541471	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1	disease		Disease or Syndrome	13	10
C3541474	ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	6	6
C3541476	MYOPATHY, AREFLEXIA, RESPIRATORY DISTRESS, AND DYSPHAGIA, EARLY-ONSET, MILD VARIANT	disease		Disease or Syndrome	3	0
C3541517	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT	disease		Disease or Syndrome	10	9
C3541518	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT	disease		Disease or Syndrome	24	6
C3541853	NEPHRONOPHTHISIS 15	disease		Disease or Syndrome	10	1
C3541908	Sperm Motility Measurement	phenotype		Laboratory Procedure	1	1
C3541994	Drug Hypersensitivity Syndrome	disease	C17;C20;C25	Disease or Syndrome	1	1
C3542022	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME	disease	C16;C17;C05;C19	Disease or Syndrome	3	2
C3542024	AORTIC VALVE DISEASE 2	disease		Disease or Syndrome	20	16
C3542025	AMYOTROPHIC LATERAL SCLEROSIS 1, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	54	4
C3542026	PEROXISOME BIOGENESIS DISORDER 5B	disease	C16;C18	Disease or Syndrome	11	8
C3542549	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE	disease		Disease or Syndrome	4	3
C3542550	CILIARY DYSKINESIA, PRIMARY, 17	disease		Disease or Syndrome	2	6
C3542922	IMMUNODEFICIENCY, COMMON VARIABLE, 7	disease		Disease or Syndrome	2	0
C3543825	CILIARY DYSKINESIA, PRIMARY, 18	disease		Disease or Syndrome	1	2
C3543826	CILIARY DYSKINESIA, PRIMARY, 19	disease		Disease or Syndrome	10	5
C3544214	Reversible cerebral vasoconstriction syndrome	disease		Disease or Syndrome	2	1
C3544266	Hepatobiliary cancer	disease		Neoplastic Process	1	1
C3544321	Treatment-resistant schizophrenia	disease		Mental or Behavioral Dysfunction	2	2
C3546688	response to temozolomide	phenotype		Cell Function	1	1
C3546787	response to ketamine	phenotype		Cell Function	2	1
C3547187	response to metformin	phenotype		Cell Function	14	2
C3547188	response to fenofibrate	phenotype		Cell Function	5	1
C3548479	response to bronchodilator	phenotype		Organism Function	1106	1
C3548510	response to antineoplastic agent	phenotype		Organism Function	4	1
C3548532	response to alcohol	phenotype		Cell Function	10	4
C3548801	response to irinotecan	phenotype		Cell Function	7	1
C3548805	response to aromatase inhibitor	phenotype		Cell Function	20	1
C3549252	response to statin	phenotype		Organism Function	8	1
C3549447	ALTERNATING HEMIPLEGIA OF CHILDHOOD 1	disease		Disease or Syndrome	1	1
C3549486	NOR POLYAGGLUTINATION SYNDROME	disease		Disease or Syndrome	1	0
C3549567	Echogenic kidneys	phenotype		Finding	2	0
C3549742	Breast cancer, lobular	disease	C04	Neoplastic Process	1	0
C3549845	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1	disease		Disease or Syndrome	4	3
C3549874	METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY	disease		Disease or Syndrome	1	0
C3550234	PEROXISOME BIOGENESIS DISORDER 2B	disease	C16;C18	Disease or Syndrome	2	2
C3550273	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)	disease	C16;C18	Disease or Syndrome	2	0
C3550430	Eclabion	phenotype		Finding	2	0
C3550478	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	20	6
C3550693	PEROXISOME BIOGENESIS DISORDER 3B	disease	C16;C18	Disease or Syndrome	34	13
C3550704	Abnormality of digit	phenotype		Anatomical Abnormality	9	2
C3550789	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA	disease		Disease or Syndrome	5	8
C3550856	ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES	disease		Disease or Syndrome	3	0
C3550875	AUTISM, SUSCEPTIBILITY TO, X-LINKED 6	disease		Disease or Syndrome	3	3
C3550903	CORNELIA DE LANGE SYNDROME 5	disease		Disease or Syndrome	26	10
C3550904	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36	disease	C10	Disease or Syndrome	2	9
C3550913	MENTAL RETARDATION, X-LINKED, SYNDROMIC 32	disease		Disease or Syndrome	1	1
C3550921	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2	disease		Disease or Syndrome	3	0
C3550963	HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT	disease	C23	Disease or Syndrome	5	1
C3550973	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5	disease	C16;C18	Disease or Syndrome	28	11
C3551173	UV-SENSITIVE SYNDROME 1	disease		Disease or Syndrome	5	0
C3551381	PEROXISOMAL BIOGENESIS DISORDER 3B	disease		Finding	3	0
C3551587	ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT	disease		Finding	4	0
C3551716	CORTISONE REDUCTASE DEFICIENCY 1	disease		Disease or Syndrome	6	0
C3551915	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO	phenotype		Finding	16	0
C3551954	COENZYME Q10 DEFICIENCY, PRIMARY, 1	disease		Disease or Syndrome	6	3
C3552136	HYPOGONADOTROPHIC HYPOGONADISM 5 WITHOUT ANOSMIA	disease		Finding	1	0
C3552227	ACHROMATOPSIA 6	disease		Disease or Syndrome	1	0
C3552236	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7	disease		Disease or Syndrome	14	4
C3552311	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, WITH MILD PALMOPLANTAR KERATODERMA AND WOOLLY HAIR	disease		Disease or Syndrome	1	0
C3552335	MYASTHENIC SYNDROME, CONGENITAL, 12	disease		Disease or Syndrome	16	6
C3552343	HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	7	4
C3552501	Talus valgus	phenotype		Finding	1	0
C3552553	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	25	8
C3552574	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome	10	4
C3552634	LYMPHOPROLIFERATIVE SYNDROME 1	disease		Disease or Syndrome	3	1
C3552821	EEG with photoparoxysmal response	phenotype		Finding	1	0
C3552852	RETINITIS PIGMENTOSA 65	disease		Disease or Syndrome	2	0
C3553029	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8	disease		Disease or Syndrome	1	0
C3553060	EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT	disease		Disease or Syndrome	2	1
C3553077	MICROPHTHALMIA, SYNDROMIC 11	disease		Disease or Syndrome	1	1
C3553084	Bilateral cleft palate	phenotype		Finding	1	0
C3553230	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl	disease		Disease or Syndrome	7	1
C3553247	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14	disease		Disease or Syndrome	12	0
C3553248	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15	disease		Disease or Syndrome	8	5
C3553249	COFFIN-SIRIS SYNDROME 4	disease		Disease or Syndrome	13	1
C3553250	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE	disease	C23;C16;C05;C10;F03;F01	Disease or Syndrome	10	4
C3553264	JOUBERT SYNDROME 17	disease		Disease or Syndrome	65	13
C3553270	DIARRHEA 6	disease		Disease or Syndrome	1	0
C3553288	HYPEREKPLEXIA 3	disease		Disease or Syndrome	11	3
C3553291	HYPEREKPLEXIA 2	disease		Disease or Syndrome	6	4
C3553298	UV-SENSITIVE SYNDROME 2	disease		Disease or Syndrome	2	1
C3553328	UV-SENSITIVE SYNDROME 3	disease		Disease or Syndrome	2	3
